commit_object_id,event_id,message_text,cm_type,cm_scope,cm_breaking,category
25773,25771,style(bump): rename class for consistency,style,bump,False,tech_debt
25877,25875,refactor(bump): use any to replace 'or' chain,refactor,bump,False,tech_debt
25893,25891,ci: regenerate poetry lock,ci,,False,tech_debt
26024,26022,refactor(BaseConfig): use setter,refactor,BaseConfig,False,tech_debt
26176,26174,style(tags): improve types,style,tags,False,tech_debt
26437,26435,ci(mypy): fix linter error,ci,mypy,False,tech_debt
26613,26611,docs(bump): comment on a stupid looking pattern,docs,bump,False,docs
27616,27614,ci(pyproject.toml): strict check for invalid commit messages,ci,pyproject.toml,False,tech_debt
27624,27622,docs(pyproject.toml): move check-commit before cover,docs,pyproject.toml,False,docs
28486,28484,test(bump): improve test coverage,test,bump,False,tech_debt
28824,28822,refactor(mypy): remove `unused-ignore`,refactor,mypy,False,tech_debt
29880,29878,refactor(check): compile once and rename variable,refactor,check,False,tech_debt
30187,30185,test(bump): improve test coverage,test,bump,False,tech_debt
30649,30647,refactor(bump): TypedDict for bump argument,refactor,bump,False,tech_debt
31732,31730,build(termcolor): remove termcolor <3 restriction,build,termcolor,False,tech_debt
31820,31818,build(ruff): add RUF022 & RUF100 rules,build,ruff,False,tech_debt
31932,31930,build(mypy): remove disallow_untyped_defs because it's already done by ruff rules,build,mypy,False,tech_debt
32044,32042,style(changelog): add TODO to fixable type ignores,style,changelog,False,tech_debt
32052,32050,style(cli): more specific type ignore,style,cli,False,tech_debt
32153,32151,refactor(questions): type questions with TypedDict,refactor,questions,False,tech_debt
33628,33626,docs(label_issues): add comment,docs,label_issues,False,docs
33957,33955,fix(bump_rule): support flexible bump map,fix,bump_rule,False,bug_fixes
33965,33963,refactor(bump): remove unused var,refactor,bump,False,tech_debt
34410,34408,refactor(check): simplify code,refactor,check,False,tech_debt
35214,35212,refactor(git): code cleanup and better test coverage,refactor,git,False,tech_debt
36302,36300,docs(README): update get project version section,docs,README,False,docs
37601,37599,Update init.py,other,,False,other
38391,38389,ci(pre-commit): update `pre-commit` hooks to latest version and fix detected errors,ci,pre-commit,False,tech_debt
38447,38445,fix(tags): import `Self` from `typing` for Python 3.11+,fix,tags,False,bug_fixes
38671,38669,"fix(bump): manual version bump if prerelease offset is configured

If you use the prerelase offset in the .cz.toml, as in the following
example, no bump with a manual version number is possible.

The error occurs when bumping with manual version number:
cz  bump 9.8.7
--prerelease-offset cannot be combined with MANUAL_VERSION

```toml
[tool.commitizen]
changelog_incremental = true
tag_format = ""v$version""
update_changelog_on_bump = true
version = ""1.2.0b13""
prerelease_offset = 1
```",fix,bump,False,bug_fixes
39601,39599,style(hooks): improve type annotation,style,hooks,False,tech_debt
39847,39845,"build(deps): bump importlib-metadata from 8.5.0 to 8.6.1

Bumps [importlib-metadata](https://github.com/python/importlib_metadata) from 8.5.0 to 8.6.1.
- [Release notes](https://github.com/python/importlib_metadata/releases)
- [Changelog](https://github.com/python/importlib_metadata/blob/main/NEWS.rst)
- [Commits](https://github.com/python/importlib_metadata/compare/v8.5.0...v8.6.1)

---
updated-dependencies:
- dependency-name: importlib-metadata
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps,False,tech_debt
39949,39947,"build(deps-dev): bump mkdocs-material from 9.5.49 to 9.5.50

Bumps [mkdocs-material](https://github.com/squidfunk/mkdocs-material) from 9.5.49 to 9.5.50.
- [Release notes](https://github.com/squidfunk/mkdocs-material/releases)
- [Changelog](https://github.com/squidfunk/mkdocs-material/blob/master/CHANGELOG)
- [Commits](https://github.com/squidfunk/mkdocs-material/compare/9.5.49...9.5.50)

---
updated-dependencies:
- dependency-name: mkdocs-material
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
40610,40608,"fix: passing tests

corrcet the part of code that do not matched",fix,,False,bug_fixes
41139,41137,"build(deps-dev): bump ruff from 0.8.3 to 0.8.4

Bumps [ruff](https://github.com/astral-sh/ruff) from 0.8.3 to 0.8.4.
- [Release notes](https://github.com/astral-sh/ruff/releases)
- [Changelog](https://github.com/astral-sh/ruff/blob/main/CHANGELOG.md)
- [Commits](https://github.com/astral-sh/ruff/compare/0.8.3...0.8.4)

---
updated-dependencies:
- dependency-name: ruff
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
41547,41545,"build(deps-dev): bump ruff from 0.8.1 to 0.8.2

Bumps [ruff](https://github.com/astral-sh/ruff) from 0.8.1 to 0.8.2.
- [Release notes](https://github.com/astral-sh/ruff/releases)
- [Changelog](https://github.com/astral-sh/ruff/blob/main/CHANGELOG.md)
- [Commits](https://github.com/astral-sh/ruff/compare/0.8.1...0.8.2)

---
updated-dependencies:
- dependency-name: ruff
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
42035,42033,build(python)!: Drop support for Python 3.8 (EOL) and expose support for 3.13,build,python,True,tech_debt
42357,42355,"build(deps-dev): bump ruff from 0.7.4 to 0.8.0

Bumps [ruff](https://github.com/astral-sh/ruff) from 0.7.4 to 0.8.0.
- [Release notes](https://github.com/astral-sh/ruff/releases)
- [Changelog](https://github.com/astral-sh/ruff/blob/main/CHANGELOG.md)
- [Commits](https://github.com/astral-sh/ruff/compare/0.7.4...0.8.0)

---
updated-dependencies:
- dependency-name: ruff
  dependency-type: direct:development
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
42574,42572,"build(deps-dev): bump deprecated from 1.2.14 to 1.2.15

Bumps [deprecated](https://github.com/laurent-laporte-pro/deprecated) from 1.2.14 to 1.2.15.
- [Release notes](https://github.com/laurent-laporte-pro/deprecated/releases)
- [Changelog](https://github.com/laurent-laporte-pro/deprecated/blob/master/CHANGELOG.rst)
- [Commits](https://github.com/laurent-laporte-pro/deprecated/compare/v1.2.14...v1.2.15)

---
updated-dependencies:
- dependency-name: deprecated
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
43365,43363,"build(deps-dev): bump types-pyyaml

Bumps [types-pyyaml](https://github.com/python/typeshed) from 6.0.12.20240808 to 6.0.12.20240917.
- [Commits](https://github.com/python/typeshed/commits)

---
updated-dependencies:
- dependency-name: types-pyyaml
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
43397,43395,"build(deps-dev): bump mkdocs-material from 9.5.35 to 9.5.36

Bumps [mkdocs-material](https://github.com/squidfunk/mkdocs-material) from 9.5.35 to 9.5.36.
- [Release notes](https://github.com/squidfunk/mkdocs-material/releases)
- [Changelog](https://github.com/squidfunk/mkdocs-material/blob/master/CHANGELOG)
- [Commits](https://github.com/squidfunk/mkdocs-material/compare/9.5.35...9.5.36)

---
updated-dependencies:
- dependency-name: mkdocs-material
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
43630,43628,"docs(third-party-commitizen): uniformize the third party page

- Create a top level heading for provider to mirror the template heading
- Uniformize the installation/usage sub-heading for each template/provider
- Uniformize the code-block syntax highlighting",docs,third-party-commitizen,False,docs
43638,43636,"build(deps-dev): bump ruff from 0.6.9 to 0.7.0

Bumps [ruff](https://github.com/astral-sh/ruff) from 0.6.9 to 0.7.0.
- [Release notes](https://github.com/astral-sh/ruff/releases)
- [Changelog](https://github.com/astral-sh/ruff/blob/main/CHANGELOG.md)
- [Commits](https://github.com/astral-sh/ruff/compare/0.6.9...0.7.0)

---
updated-dependencies:
- dependency-name: ruff
  dependency-type: direct:development
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
45249,45247,Merge branch 'master' into fix/mkdocs-links,other,,False,other
45994,45992,"build(deps-dev): bump rich from 13.8.0 to 13.8.1

Bumps [rich](https://github.com/Textualize/rich) from 13.8.0 to 13.8.1.
- [Release notes](https://github.com/Textualize/rich/releases)
- [Changelog](https://github.com/Textualize/rich/blob/master/CHANGELOG.md)
- [Commits](https://github.com/Textualize/rich/compare/v13.8.0...v13.8.1)

---
updated-dependencies:
- dependency-name: rich
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
46088,46086,"build(deps-dev): bump types-python-dateutil

Bumps [types-python-dateutil](https://github.com/python/typeshed) from 2.9.0.20240821 to 2.9.0.20240906.
- [Commits](https://github.com/python/typeshed/commits)

---
updated-dependencies:
- dependency-name: types-python-dateutil
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
46292,46290,"build(deps-dev): bump ruff from 0.6.2 to 0.6.3

Bumps [ruff](https://github.com/astral-sh/ruff) from 0.6.2 to 0.6.3.
- [Release notes](https://github.com/astral-sh/ruff/releases)
- [Changelog](https://github.com/astral-sh/ruff/blob/main/CHANGELOG.md)
- [Commits](https://github.com/astral-sh/ruff/compare/0.6.2...0.6.3)

---
updated-dependencies:
- dependency-name: ruff
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
46343,46341,"build(deps-dev): bump rich from 13.7.1 to 13.8.0

Bumps [rich](https://github.com/Textualize/rich) from 13.7.1 to 13.8.0.
- [Release notes](https://github.com/Textualize/rich/releases)
- [Changelog](https://github.com/Textualize/rich/blob/master/CHANGELOG.md)
- [Commits](https://github.com/Textualize/rich/compare/v13.7.1...v13.8.0)

---
updated-dependencies:
- dependency-name: rich
  dependency-type: direct:development
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
48153,48151,"feat(bump): add functionality to write the next version to stdout

Adds a --get-next flag which determines the next version and writes it to stdout.",feat,bump,False,feature_work
49970,49968,feat: enable --prerelease none for CI/CD,feat,,False,feature_work
50337,50335,"feat(scm_provider): add branch-based version retrieval

The get_version function in the ScmProvider class has been enhanced to
support branch-based version retrieval while maintaining backward
compatibility.

A new optional configuration setting branch_prerelease_map has been
introduced. It allows users to specify a mapping of branch names to release
types (e.g., ""b"" for beta, ""rc"" for release candidate) in their project
configuration file.

If the branch_prerelease_map is defined, the get_version function will use
the current branch and the specified release type to retrieve the highest
version matching that criteria. This enables users to obtain the latest
version specific to their release workflow.

When the branch_prerelease_map is not defined, the get_version function
falls back to its previous behavior of returning the highest semver tag,
ensuring backward compatibility for existing users.

This change provides more flexibility in version retrieval based on branch
names while maintaining a seamless experience for users who have not yet
adopted the new configuration.

pyproject.toml example:
[project]
name = ""semver-demo""

[tool.commitizen]
name = ""cz_conventional_commits""
tag_format = ""$version""
version_scheme = ""pep440""
version_provider = ""scm""
major_version_zero = false

[tool.commitizen.branch_prerelease_map]
develop = ""b""
staging = ""rc""
master = """"",feat,scm_provider,False,feature_work
50431,50429,"build(deps-dev): bump pytest from 8.2.1 to 8.2.2

Bumps [pytest](https://github.com/pytest-dev/pytest) from 8.2.1 to 8.2.2.
- [Release notes](https://github.com/pytest-dev/pytest/releases)
- [Changelog](https://github.com/pytest-dev/pytest/blob/main/CHANGELOG.rst)
- [Commits](https://github.com/pytest-dev/pytest/compare/8.2.1...8.2.2)

---
updated-dependencies:
- dependency-name: pytest
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
51854,51852,style: add py.typed file,style,,False,tech_debt
52207,52205,Merge branch 'master' into issue-1112,other,,False,other
52692,52690,"build(deps-dev): bump mkdocs-material from 9.5.22 to 9.5.23

Bumps [mkdocs-material](https://github.com/squidfunk/mkdocs-material) from 9.5.22 to 9.5.23.
- [Release notes](https://github.com/squidfunk/mkdocs-material/releases)
- [Changelog](https://github.com/squidfunk/mkdocs-material/blob/master/CHANGELOG)
- [Commits](https://github.com/squidfunk/mkdocs-material/compare/9.5.22...9.5.23)

---
updated-dependencies:
- dependency-name: mkdocs-material
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
53667,53665,"build(deps-dev): bump ruff from 0.4.2 to 0.4.3

Bumps [ruff](https://github.com/astral-sh/ruff) from 0.4.2 to 0.4.3.
- [Release notes](https://github.com/astral-sh/ruff/releases)
- [Changelog](https://github.com/astral-sh/ruff/blob/main/CHANGELOG.md)
- [Commits](https://github.com/astral-sh/ruff/compare/v0.4.2...v0.4.3)

---
updated-dependencies:
- dependency-name: ruff
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
54957,54955,"build(deps-dev): bump ruff from 0.3.7 to 0.4.0

Bumps [ruff](https://github.com/astral-sh/ruff) from 0.3.7 to 0.4.0.
- [Release notes](https://github.com/astral-sh/ruff/releases)
- [Changelog](https://github.com/astral-sh/ruff/blob/main/CHANGELOG.md)
- [Commits](https://github.com/astral-sh/ruff/compare/v0.3.7...v0.4.0)

---
updated-dependencies:
- dependency-name: ruff
  dependency-type: direct:development
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
55804,55802,Merge branch 'master' into fix-doc-publish-aciton,other,,False,other
55905,55903,"build(deps): bump typing-extensions from 4.10.0 to 4.11.0

Bumps [typing-extensions](https://github.com/python/typing_extensions) from 4.10.0 to 4.11.0.
- [Release notes](https://github.com/python/typing_extensions/releases)
- [Changelog](https://github.com/python/typing_extensions/blob/main/CHANGELOG.md)
- [Commits](https://github.com/python/typing_extensions/compare/4.10.0...4.11.0)

---
updated-dependencies:
- dependency-name: typing-extensions
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps,False,tech_debt
56043,56041,"refactor(cz_customize): return empty string for info, example, schema and schema_pattern if not provided",refactor,cz_customize,False,tech_debt
57807,57805,feat(commit): add retry_after_failure config option and --no-retry flag,feat,commit,False,feature_work
57848,57846,test(commit): add test for --no-retry flag,test,commit,False,tech_debt
57882,57880,refactor(commit): use Optional[str] instead of str | None,refactor,commit,False,tech_debt
57936,57934,style: refine coding style based on reviews,style,,False,tech_debt
60004,60002,fix(changelog): Handle tag format without version pattern,fix,changelog,False,bug_fixes
60028,60026,"refactor: Use format strings

Co-authored-by: Wei Lee <weilee.rx@gmail.com>",refactor,,False,tech_debt
61226,61224,test(version_schemes): add tests for version sortability,test,version_schemes,False,tech_debt
61654,61652,"build(deps): bump argcomplete from 3.2.1 to 3.2.2

Bumps [argcomplete](https://github.com/kislyuk/argcomplete) from 3.2.1 to 3.2.2.
- [Release notes](https://github.com/kislyuk/argcomplete/releases)
- [Changelog](https://github.com/kislyuk/argcomplete/blob/develop/Changes.rst)
- [Commits](https://github.com/kislyuk/argcomplete/compare/v3.2.1...v3.2.2)

---
updated-dependencies:
- dependency-name: argcomplete
  dependency-type: direct:production
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps,False,tech_debt
62705,62703,feat(bump): functionality to add build-metadata to version string,feat,bump,False,feature_work
65009,65007,"build(deps-dev): bump ruff from 0.0.292 to 0.1.1

Bumps [ruff](https://github.com/astral-sh/ruff) from 0.0.292 to 0.1.1.
- [Release notes](https://github.com/astral-sh/ruff/releases)
- [Changelog](https://github.com/astral-sh/ruff/blob/main/CHANGELOG.md)
- [Commits](https://github.com/astral-sh/ruff/compare/v0.0.292...v0.1.1)

---
updated-dependencies:
- dependency-name: ruff
  dependency-type: direct:development
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
65202,65200,"build(deps-dev): bump urllib3 from 2.0.6 to 2.0.7

Bumps [urllib3](https://github.com/urllib3/urllib3) from 2.0.6 to 2.0.7.
- [Release notes](https://github.com/urllib3/urllib3/releases)
- [Changelog](https://github.com/urllib3/urllib3/blob/main/CHANGES.rst)
- [Commits](https://github.com/urllib3/urllib3/compare/2.0.6...2.0.7)

---
updated-dependencies:
- dependency-name: urllib3
  dependency-type: indirect
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
65845,65843,docs: add developmental releases tutorial,docs,,False,docs
66259,66257,"build(deps): bump importlib-metadata from 6.7.0 to 6.8.0

Bumps [importlib-metadata](https://github.com/python/importlib_metadata) from 6.7.0 to 6.8.0.
- [Release notes](https://github.com/python/importlib_metadata/releases)
- [Changelog](https://github.com/python/importlib_metadata/blob/main/NEWS.rst)
- [Commits](https://github.com/python/importlib_metadata/compare/v6.7.0...v6.8.0)

---
updated-dependencies:
- dependency-name: importlib-metadata
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps,False,tech_debt
66456,66454,Merge branch 'master' into feat/drop-py37,other,,False,other
67861,67859,"refactor(provider): split providers into separate files for maintainability

closes #812",refactor,provider,False,tech_debt
67933,67931,refactor: use __all__ to name exports,refactor,,False,tech_debt
68436,68434,refactor(commitizen): add return type hint of git add function,refactor,commitizen,False,tech_debt
69146,69144,"feat(formats): expose some new commitizen plugins for extra file formats (Textile, AsciiDoc and RestructuredText)",feat,formats,False,feature_work
69207,69205,Merge branch 'master' into feature/template-override,other,,False,other
71266,71264,"fix: Treat $version the same as unset tag_format in ScmProvider

This should be non-breaking unless users rely on the looser version
validation of TAG_FORMAT_REGEXS compared to their `version_scheme`.",fix,,False,bug_fixes
71274,71272,"refactor: Make tag_format properly default to $version

We've been using this default already in `normalize_tag`,
but setting this value in the settings dict is cleaner.",refactor,,False,tech_debt
71758,71756,"build(deps-dev): bump pytest-freezer from 0.4.6 to 0.4.8

Bumps [pytest-freezer](https://github.com/pytest-dev/pytest-freezer) from 0.4.6 to 0.4.8.
- [Release notes](https://github.com/pytest-dev/pytest-freezer/releases)
- [Commits](https://github.com/pytest-dev/pytest-freezer/compare/0.4.6...0.4.8)

---
updated-dependencies:
- dependency-name: pytest-freezer
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",build,deps-dev,False,tech_debt
72108,72106,build(poetry): update dependencies,build,poetry,False,tech_debt
72472,72470,"build(poetry)(deps-dev): bump mypy from 0.931 to 1.3.0

Bumps [mypy](https://github.com/python/mypy) from 0.931 to 1.3.0.
- [Commits](https://github.com/python/mypy/compare/v0.931...v1.3.0)

---
updated-dependencies:
- dependency-name: mypy
  dependency-type: direct:development
  update-type: version-update:semver-major
...

Signed-off-by: dependabot[bot] <support@github.com>",other,,False,other
73031,73029,test(commit): add test for --write-message-to-file option,test,commit,False,tech_debt
73315,73313,fix(changelog): breaking change on additional types for conventional commits,fix,changelog,False,bug_fixes
73480,73478,chore: add chore to types list,chore,,False,tech_debt
74356,74354,docs(deps): upgrade mkdocs-material and tidy some snippets,docs,deps,False,docs
74556,74554,fix: major version zero message,fix,,False,bug_fixes
74815,74813,docs: improve third party section,docs,,False,docs
74831,74829,feat(init): add new settings,feat,init,False,feature_work
75367,75365,ci: update codecov to newest version,ci,,False,tech_debt
75650,75648,"build(poetry): commit the lock file

See: https://python-poetry.org/docs/libraries/#lock-file",build,poetry,False,tech_debt
75674,75672,fix(excepthook): ensure traceback can only be a `TracebackType` or `None`,fix,excepthook,False,bug_fixes
75819,75817,feat: draft of the --empty parameter,feat,,False,feature_work
75851,75849,"Merge pull request #703 from MoritzBoehme/merge-prerelease

feat(changelog): add merge-prerelease flag",other,,False,other
76048,76046,"fix message for InitFailedError exception in _install_pre_commit_hook function

Signed-off-by: ChauhanKrunal <chauhan.krunal.r@gmail.com>",other,,False,other
76324,76322,build(poetry): bump `pytest` dev dependency,build,poetry,False,tech_debt
76372,76370,build(poetry): bump `types-termcolor` dev dependency,build,poetry,False,tech_debt
76677,76675,"feat(bump): version_provider=semver optional option to make version compatible with semver

Signed-off-by: apkawa <apkawa@gmail.com>",feat,bump,False,feature_work
76693,76691,"docs(bump): add `version_type` info to config.md

Signed-off-by: apkawa <apkawa@gmail.com>",docs,bump,False,docs
76836,76834,"build(poetry): relax `charset-normalizer` dependency specification

`charset-normalizer` [claims to follow semver convention](https://github.com/Ousret/charset_normalizer/blob/master/CHANGELOG.md).",build,poetry,False,tech_debt
78067,78065,"tidy of python 3 stuff

 - converted format string to f-string
 - replaced super calls with python 3 versions
 - formatted some asserts
 - made an import consistent",other,,False,other
79494,79492,feat(template): add `changelog --export-template` command,feat,template,False,feature_work
79502,79500,style(CHANGELOG.md): rename the default template as `CHANGELOG.md.j2`,style,CHANGELOG.md,False,tech_debt
79552,79550,"feat(formats): expose some new customizable changelog formats on the `commitizen.changelog_format` endpoint (Textile, AsciiDoc and RestructuredText)",feat,formats,False,feature_work
79571,79569,test(pre-commit): update the pre-commit prettier hook version,test,pre-commit,False,tech_debt
81020,81018,feat: add tag message argument to cli,feat,,False,feature_work
81529,81527,"feat(unicode): add unicode support

This will allow commiting, e.g., emoji's and parsing commit messages for
unicode characters when creating change logs.",feat,unicode,False,feature_work
82305,82303,"chore(squash): merge `fix/ci` branch

This commit can be removed once `fix/ci` is merged into `master`.",chore,squash,False,tech_debt
82321,82319,test(unicode): add tests,test,unicode,False,tech_debt
83250,83248,"fix(scripts): use cross-platform POSIX

- Change shebang from `#!/bin/sh` to `#!/usr/bin/env sh`
- Set `$PREFIX` depending on OS",fix,scripts,False,bug_fixes
84221,84219,test(allow_empty): Added parameters for asserting the command arguments,test,allow_empty,False,tech_debt
84499,84497,build(poetry): relax termcolor dependency to allow 2.x under supported Python versions,build,poetry,False,tech_debt
85004,85002,test: fix some incompatible types of function calls,test,,False,tech_debt
87203,87201,test(changelog): code coverage improvements,test,changelog,False,tech_debt
87337,87335,"feat(changelog): adds a tag parser to filter tags (--tag-parser; tag_parser)

The git tag parser is used to filter out undesired git tags from changelog. regex default is .* (all).",feat,changelog,False,feature_work
87766,87764,test: tests for signed tag and assert for annotated tags,test,,False,tech_debt
87902,87900,remove debug parts,other,,False,other
88020,88018,install stubs for chardet,other,,False,other
88571,88569,"ci(pre-commit): Upgrade commitizen hook

Upgrade self-test hook from v1.23.0 to v2.24.0. The former version
crashes with the following error:

ImportError: cannot import name 'soft_unicode' from 'markupsafe'

Configure Commitizen to automatically bump the version of its own hook
that it uses.

Use the new location of the repository in the commitizen-tools org.",ci,pre-commit,False,tech_debt
88587,88585,"docs(pull_request_template): Correct typos

Replace ""script"" with the current name of the directory, ""scripts.""",docs,pull_request_template,False,docs
89473,89471,refactor(Check): remove the extra preprocessing of commit message file,refactor,Check,False,tech_debt
90475,90473,"fix: Ignore packages that are not plugins

When a package starting with a plugin name is found, but it is not a plugin, it becomes safely ignored.",fix,,False,bug_fixes
90610,90608,"Revert ""fix: Ignore packages that are not plugins""",other,,False,other
91702,91700,docs(customization): update question type to Questions (from commitizen.defaults),docs,customization,False,docs
92372,92370,ci(github-actions): set force to true for Homebrew bump formula,ci,github-actions,False,tech_debt
94166,94164,test(git): extend test for is_staging_clean,test,git,False,tech_debt
95320,95318,refactor: speed up testing and wait for tags,refactor,,False,tech_debt
96668,96666,fix docs typo,other,,False,other
97055,97053,fix(bump): replace all occurances that match regex,fix,bump,False,bug_fixes
98092,98090,fix(config): change read mode from `r` to `rb`,fix,config,False,bug_fixes
99233,99231,refactor: move expected COMMITS_TREE to global,refactor,,False,tech_debt
99749,99747,"docs(customization): add a json config file as a example for the new implementation

120",docs,customization,False,docs
99787,99785,"feat(Init): add the json config support as an option at Init

120",feat,Init,False,feature_work
1615,1613,"build(scripts): update mypy configuration and ignore errors in screenshot script

Add scripts directory to mypy config and add type ignore for cli data parsing.",build,scripts,False,tech_debt
1693,1691,ci(workflow): add VHS support to documentation workflow,ci,workflow,False,tech_debt
1788,1786,ci: modify file path,ci,,False,tech_debt
1804,1802,build: configure parallel screenshot generation with VHS,build,,False,tech_debt
2712,2710,"refactor: Inline condition and rely on comments to explain the logic

Signed-off-by: Edgar Ramírez Mondragón <edgarrm358@gmail.com>",refactor,,False,tech_debt
3058,3056,"refactor(config): replace is_empty_config with contains_commitizen_section, improve multi config resolution algorithm",refactor,config,False,tech_debt
3174,3172,fix(pre-commit-hooks): add stages constraint to commitizen-branch hook,fix,pre-commit-hooks,False,bug_fixes
3446,3444,test: nit,test,,False,tech_debt
4027,4025,"feat(tags): enable version schemes with less than 3 components (#1705)

Co-authored-by: Wei Lee <weilee.rx@gmail.com>
Co-authored-by: Benedikt Ziegler <benediktziegler@gmail.com>",feat,tags,False,feature_work
4093,4091,"refactor: replace hard-coded string ""cz_conventional_commits"" with DEFAULT_SETTINGS (#1830)",refactor,,False,tech_debt
4419,4417,refactor(bump): fix unbounded variable type issue,refactor,bump,False,tech_debt
7260,7258,docs: update incorrect comment,docs,,False,docs
7511,7509,fix(config): streamline multiple config files warning logic,fix,config,False,bug_fixes
8106,8104,build(commitizen): use `uv` version provider (fix #1759),build,commitizen,False,tech_debt
8427,8425,Merge branch 'master' into docs/custom-commitizen-package-install,other,,False,other
8951,8949,feat: Drop support for Python 3.9 as EOL reached and add Python 3.14 support,feat,,False,feature_work
10685,10683,docs: add missing site_url,docs,,False,docs
10845,10843,"fix(bump): remove NotAllowed related to --get-next option, other related refactoring",fix,bump,False,bug_fixes
10869,10867,"docs(exit-codes): general update

docs(exception): add comment for updating exit code doc",docs,exit-codes,False,docs
10885,10883,"fix(git): replace lstrip with strip for compatibility issue

#1032",fix,git,False,bug_fixes
11039,11037,fix: worskpace member with fixed version,fix,,False,bug_fixes
11830,11828,Merge branch 'master' into feature/single-number-version,other,,False,other
12261,12259,refactor(changelog): raise NotAllow when file_name not passed instead of using assert,refactor,changelog,False,tech_debt
12726,12724,test: replace try with pytest.raises (#1654),test,,False,tech_debt
12966,12964,perf(ruff): enable ruff rules TC001~TC006,perf,ruff,False,tech_debt
13219,13217,style(ruff): enable S101 check to avoid assert usage in production code,style,ruff,False,tech_debt
13916,13914,docs: make Customization a subtopic under Configuration (Fixes #1663),docs,,False,docs
14516,14514,docs(external_links): fix outdated link and add links to another commitizen talk,docs,external_links,False,docs
15645,15643,refactor(bump): rename parameter and variables,refactor,bump,False,tech_debt
16452,16450,style(ruff): enable S101 check to avoid assert usage in production code,style,ruff,False,tech_debt
17961,17959,refactor(ConventionalCommitsCz): rewrite message method to make the pattern more clear,refactor,ConventionalCommitsCz,False,tech_debt
18062,18060,"fix: add missing comma after newly added incremental-parameter 

fix of previous change/commit regarding same topic",fix,,False,bug_fixes
18391,18389,refactor(BaseCommitizen): construct Style object directly to get rid of potential type error,refactor,BaseCommitizen,False,tech_debt
18698,18696,refactor(BaseCommitizen): remove NotImplementedError and make them abstract method,refactor,BaseCommitizen,False,tech_debt
18997,18995,refactor(BaseCommitizen): construct Style object directly to get rid of potential type error,refactor,BaseCommitizen,False,tech_debt
19857,19855,test(changelog): cover incremental_build,test,changelog,False,tech_debt
20195,20193,feat: implement message length limit for commit messages,feat,,False,feature_work
20396,20394,refactor(Init): extract _get_config_data for readability,refactor,Init,False,tech_debt
20404,20402,refactor(process_commit_message): better type and early return,refactor,process_commit_message,False,tech_debt
20500,20498,test(Init): improve test coverage on config initialization,test,Init,False,tech_debt
